雨衣男,员工,母女,乐视,谭谈交通,下架,警方,拖拽,特斯拉,谭乔,进屋,彬彬,起火,麦当劳,内卷,性关系,比亚迪,新东方,前妻,拘留,潜逃,离婚,续约,面包,莱阳,巴菲特,合约,掉地上,货架,苏州,电视台,放回,斯里兰卡,拖进,拖走,转让,霍乱,碳中和,被判赔,武汉大学,葛某,霍乱病例,WPS,调岗,成都电视台,2035年
0.0,0.0,0.0,0.0049307,0.0,0.0,0.0,0.0,0.0123138,0.0,0.0,0.0,0.0064367,0.0,0.005508,0.0,0.9931507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9584638,0.0,0.0,0.0,0.0061719,0.0,0.0,0.01547,0.0,0.0,0.901567,0.0,0.0147233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0076982
0.0,0.5972622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9929078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9893364,0.0,0.693507,0.0,0.0,0.7119216,0.0,0.0
0.6747216,0.0,0.1557597,0.0,0.0,0.0,0.1452524,0.108981,0.0,0.0,0.0751005,0.0,0.0,0.0,0.0,0.9272515,0.0,0.0,0.9962687,0.0630318,0.866632,0.1745787,0.0,0.0,0.1116143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1125014,0.0482425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6385366,0.0,0.6894663,0.0,0.0,0.0,0.3156741,0.7810587,0.0,0.0,0.7963094,0.0,0.0,0.0,0.0,0.0767054,0.0,0.0,0.0630318,0.9953271,0.0444615,0.3593883,0.0,0.0,0.1047999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3352716,0.0900155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6512039,0.0,0.1785019,0.0,0.0,0.0,0.1768881,0.0957551,0.0,0.0,0.0512077,0.0,0.0,0.0,0.0,0.8763885,0.0,0.0,0.866632,0.0444615,0.9957806,0.2206004,0.0,0.0,0.1451805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00642,0.1056439,0.0962974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6229589,0.0,0.6219219,0.0,0.0034699,0.003603,0.6484428,0.3829126,0.0,0.0043531,0.3743316,0.0,0.0,0.0,0.0,0.2414885,0.0,0.0,0.1745787,0.3593883,0.2206004,0.9952153,0.0,0.0,0.4385771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4367738,0.4173721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0031662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9267512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9951691,0.0,0.0,0.0,0.9267512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.6307245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9741194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9947917,0.0,0.0,0.0,0.976508,0.937163,0.0,0.0,0.9790844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6331548,0.0,0.6786159,0.0,0.0,0.0,0.7549923,0.2472938,0.0,0.0,0.1868331,0.0,0.0,0.0,0.0,0.1651146,0.0,0.0,0.1116143,0.1047999,0.1451805,0.4385771,0.0,0.0,0.9951456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2103438,0.7970931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0050775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0056548,0.0,0.9584638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9928571,0.0,0.0,0.0,0.0,0.0,0.0,0.0157635,0.0,0.0,0.9125541,0.0,0.0075084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0085023,0.0,0.0071787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9833333,0.0,0.0,0.0083333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9267512,0.0,0.0,0.0,0.9958333,0.0,0.0,0.0,0.009375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.6299192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9714876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.976508,0.0,0.0,0.0,0.9947644,0.9339082,0.0,0.0,0.9816341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.6239357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9326258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.937163,0.0,0.0,0.0,0.9339082,0.9941176,0.0,0.0,0.9362229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0038248,0.0039579,0.0,0.0,0.9808293,0.0,0.0,0.0,0.9502847,0.0,0.0,0.0,0.0061719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9945055,0.0,0.0,0.0070576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0134197,0.0,0.0082204,0.6884878,0.6714084,0.0,0.0,0.0,0.4108456,0.0,0.0,0.0,0.0,0.009375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009375,0.0,0.0,0.0,0.9947917,0.0,0.0,0.0,0.0,0.0127841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3802083,0.0
0.0,0.6324957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.974064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9790844,0.0,0.0,0.0,0.9816341,0.9362229,0.0,0.0,0.9947368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0053879,0.005521,0.0,0.0,0.0070426,0.0,0.0,0.0,0.0073224,0.0,0.0,0.0,0.01547,0.0,0.0,0.0,0.00642,0.0,0.0,0.0,0.0,0.0157635,0.0,0.0,0.0,0.0070576,0.0,0.0,0.9913793,0.0,0.0,0.0161964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5791214,0.0,0.6124446,0.0,0.0,0.0,0.6415263,0.4104982,0.0,0.0,0.3343653,0.0,0.0,0.0,0.0,0.1692624,0.0,0.0,0.1125014,0.3352716,0.1056439,0.4367738,0.0,0.0,0.2103438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9924812,0.1276416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6081525,0.0,0.6508876,0.0,0.0,0.0,0.6970934,0.1626284,0.0,0.0,0.1306905,0.0,0.0,0.0,0.0,0.107163,0.0,0.0,0.0482425,0.0900155,0.0962974,0.4173721,0.0,0.0,0.7970931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1276416,0.9940828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0090773,0.0,0.0105878,0.0243273,0.0099971,0.0,0.0,0.0,0.0114973,0.0,0.0,0.0,0.0,0.0117424,0.0,0.901567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9125541,0.0,0.0,0.0,0.0,0.0127841,0.0,0.0161964,0.0,0.0,0.9924242,0.0,0.0077249,0.0,0.0,0.0,0.0,0.0,0.0,0.0087879,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9876543,0.0,0.0,0.64903,0.0,0.5929487,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0147233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0075084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0077249,0.0,0.992126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9524194
0.0,0.6007829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9893364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9928571,0.0,0.6949507,0.0,0.0,0.7134921,0.0,0.0
0.0,0.004719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64903,0.0,0.0,0.9920635,0.0,0.9039225,0.0,0.0,0.0,0.0
0.0,0.5341721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.693507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6949507,0.0,0.9827586,0.0,0.0,0.8278599,0.0,0.0
0.0,0.0055584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5929487,0.0,0.0,0.9039225,0.0,0.9903846,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9859155,0.0,0.0,0.0
0.0,0.53861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7119216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7134921,0.0,0.8278599,0.0,0.0,0.984127,0.0,0.0
0.0,0.0172523,0.0,0.0,0.5895259,0.5465375,0.0,0.0,0.0,0.4594118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3802083,0.0,0.0,0.0,0.0,0.0087879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0076982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9524194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.991453
