警方,雨衣男,母女,特斯拉,苏州,电视台,起火,潜逃,进屋,面包,麦当劳,离婚,谭乔,续约,比亚迪,股份,目标,版权,货架,男子,辞退,员工,被判赔,莱阳,转让,武汉大学,犯罪,躺平,节目,下架,涉事,内卷,用户,拘留,被害人,车辆,碳中和,维权,乐视,电视,广播,神仙,生产,社保,申请,监控,汽车,运营,资本,餐厅,预防,症状,核实
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9741194,0.9948454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9326258,0.0,0.0,0.6256772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2303823,0.0,0.0,0.0,0.0,0.0,0.0,0.009244,0.0,0.0,0.0,0.0,0.0105138,0.0,0.0,0.3270103,0.0,0.0,0.0157352,0.5868004,0.0,0.0,0.0160908
0.6484428,0.6229589,0.6219219,0.0,0.0,0.0,0.0,0.2206004,0.3743316,0.0,0.0,0.9952153,0.0043531,0.0,0.0,0.0,0.0,0.0,0.0,0.5241605,0.0,0.0,0.0,0.4385771,0.0,0.0,0.5580314,0.0,0.0,0.003603,0.4348028,0.0,0.0,0.3593883,0.5894737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0118263,0.0619617,0.0,0.0,0.0,0.0,0.0,0.0,0.0318117
0.0,0.0,0.0,0.0,0.0,0.4108456,0.0,0.0,0.0,0.0,0.0,0.0043531,0.9960784,0.0,0.0,0.0,0.0,0.2816176,0.0,0.0,0.0,0.0054231,0.0,0.0,0.0114973,0.0,0.0,0.0,0.4,0.7326022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4141176,0.0,0.0097733,0.3217287,0.0,0.0,0.0096531,0.0,0.0,0.0,0.01122,0.3023736,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9951691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0123138,0.0061719,0.0,0.0064367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9931507,0.8587201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.901567,0.0,0.0,0.0,0.0,0.0,0.0,0.005508,0.0095222,0.0,0.0,0.0,0.0147233,0.0,0.0049307,0.0,0.0,0.0100036,0.0,0.0,0.0,0.0,0.0766471,0.0,0.0331651,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8587201,0.9925373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.879749,0.0,0.0,0.0,0.0,0.0,0.0,0.0058147,0.0,0.0,0.0,0.0,0.0076684,0.0,0.0052374,0.0,0.0,0.0103103,0.0,0.0,0.171149,0.0,0.0625444,0.0,0.0337785,0.0,0.0,0.0,0.0
0.0059216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9907407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8652304,0.0,0.0,0.0,0.0,0.0112086,0.0,0.0,0.0,0.0,0.0330688,0.0,0.0177875,0.0135582,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.3515625,0.0,0.0,0.0,0.0,0.0,0.0,0.2816176,0.0,0.0,0.0,0.0,0.9921875,0.0,0.0,0.0,0.246821,0.0,0.0,0.0307765,0.0,0.0,0.3136636,0.3523897,0.3274818,0.0175212,0.3114583,0.0,0.0,0.0,0.0,0.0,0.2326042,0.2814383,0.5625,0.2484588,0.5032895,0.0,0.5335337,0.0,0.0,0.015811,0.64511,0.2047697,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.937163,0.9326258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9941176,0.0,0.0,0.6239357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2416619,0.0,0.0,0.0,0.0,0.0,0.0,0.0096078,0.0,0.0,0.0,0.0,0.0108777,0.0,0.0,0.3235294,0.0,0.0,0.0160991,0.6053571,0.0,0.0,0.0164547
0.5680564,0.5372515,0.5637066,0.0,0.0,0.0,0.0,0.12567,0.4660419,0.0,0.0,0.5241605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.990991,0.0,0.0,0.0,0.2495408,0.0,0.0,0.1204633,0.0,0.0,0.0,0.6364034,0.0,0.0,0.444662,0.1172119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1015315,0.0,0.0,0.0,0.0,0.0158681,0.0187902,0.0900901
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9929078,0.601559,0.9893364,0.0,0.0,0.0,0.0,0.0088652,0.0,0.0,0.0084005,0.0,0.0192873,0.0,0.0,0.0,0.0,0.0612766,0.0,0.0,0.0,0.0,0.5741304,0.0,0.0,0.0,0.0,0.0,0.016704,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.003483,0.0,0.0134197,0.0,0.0,0.0,0.6307245,0.6256772,0.0,0.0054231,0.0031662,0.0,0.0,0.0,0.246821,0.6239357,0.0,0.601559,0.9984985,0.6007829,0.0,0.0090773,0.004719,0.0,0.546291,0.0066331,0.0039228,0.1793638,0.674512,0.0273932,0.0,0.0,0.0,0.0,0.0667568,0.7424789,0.5223583,0.0083042,0.535068,0.4430502,0.5319127,0.0,0.2902703,0.025311,0.5105105,0.0556346,0.5033248,0.0,0.0,0.0142643
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9893364,0.6007829,0.9928571,0.0,0.0,0.0,0.0,0.0088906,0.0,0.0,0.0084258,0.0,0.019338,0.0,0.0,0.0,0.0,0.0614286,0.0,0.0,0.0,0.0,0.5753968,0.0,0.0,0.0,0.0,0.0,0.0167293,0.0,0.0,0.0,0.0
0.7549923,0.6331548,0.6786159,0.0,0.0,0.0,0.0,0.1451805,0.1868331,0.0,0.0,0.4385771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2495408,0.0,0.0,0.0,0.9951456,0.0,0.0,0.5391817,0.0,0.0,0.0,0.1092233,0.0,0.0,0.1047999,0.5921564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0118611,0.0497087,0.0,0.0,0.0,0.0,0.0,0.0,0.0478221
0.0,0.0,0.0,0.0,0.0,0.0127841,0.0,0.0,0.0,0.0,0.0,0.0,0.0114973,0.0,0.901567,0.879749,0.0,0.0307765,0.0,0.0,0.0,0.0090773,0.0,0.0,0.9924242,0.0,0.0,0.0,0.0290107,0.0099971,0.0,0.0117424,0.0098854,0.0,0.0,0.0,0.0077249,0.0313636,0.0105878,0.0116004,0.0143785,0.0103668,0.0,0.0,0.0,0.0,0.0627706,0.0130471,0.0508373,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004719,0.0,0.0,0.0,0.9920635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0216351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3986291,0.3285714,0.0
0.5872278,0.5531746,0.5620879,0.0,0.0,0.0,0.0,0.2611212,0.1135781,0.0,0.0,0.5580314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1204633,0.0,0.0,0.0,0.5391817,0.0,0.0,0.9904762,0.0,0.0,0.0,0.0288488,0.0,0.0,0.0780819,0.8922306,0.0116112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0295238,0.0,0.0,0.0,0.0,0.0,0.0,0.0182754
0.0,0.0,0.0,0.0,0.0,0.0158466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3136636,0.0,0.0,0.0088652,0.546291,0.0088906,0.0,0.0,0.0,0.0,0.9893617,0.0,0.0,0.0,0.2960993,0.0,0.0,0.0,0.0,0.0,0.0119858,0.6074404,0.4596077,0.0,0.4759239,0.0,0.455401,0.0,0.0,0.0,0.5102443,0.018477,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.4073529,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.3523897,0.0,0.0,0.0,0.0066331,0.0,0.0,0.0290107,0.0,0.0,0.0,0.9882353,0.4965105,0.0214734,0.0,0.0,0.0,0.0,0.0,0.0,0.3011765,0.0,0.0136949,0.3063625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.304644,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0039579,0.6714084,0.0,0.0,0.0,0.0,0.0,0.003603,0.7326022,0.0,0.0,0.0,0.0,0.3274818,0.0,0.0,0.0,0.0039228,0.0,0.0,0.0099971,0.0,0.0,0.0,0.4965105,0.9975787,0.01213,0.0,0.0,0.0,0.0,0.0,0.0,0.4490073,0.0,0.0090232,0.631846,0.0,0.0,0.0178059,0.0,0.0,0.0,0.0209398,0.3448452,0.0,0.0,0.0,0.0
0.4056597,0.3750706,0.3923681,0.0,0.0,0.0149171,0.0,0.0417844,0.4033485,0.2312146,0.2303823,0.4348028,0.0,0.0,0.0,0.0,0.0,0.0175212,0.2416619,0.6364034,0.0084005,0.1793638,0.0084258,0.1092233,0.0,0.0,0.0288488,0.0,0.0214734,0.01213,0.9902913,0.0,0.0109519,0.4170674,0.0303526,0.0,0.0,0.0230421,0.0,0.0,0.0165115,0.0,0.0127909,0.0,0.0,0.401068,0.0,0.0,0.0180123,0.4272712,0.0,0.0,0.0367358
0.0,0.0,0.0,0.0,0.0,0.009375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005508,0.0058147,0.0,0.3114583,0.0,0.0,0.0,0.674512,0.0,0.0,0.0117424,0.0,0.0,0.2960993,0.0,0.0,0.0,0.9958333,0.0081809,0.0,0.0,0.0,0.0,0.0,0.8578564,0.59375,0.0,0.6063596,0.0,0.5963141,0.0,0.0,0.0279762,0.5784722,0.0152412,0.0110119,0.0,0.0,0.0
0.0,0.0,0.0,0.0176596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0095222,0.0,0.0,0.0,0.0,0.0,0.0192873,0.0273932,0.019338,0.0,0.0098854,0.0,0.0,0.0,0.0,0.0,0.0109519,0.0081809,0.9878049,0.0,0.0,0.0,0.0,0.0,0.0076036,0.0139101,0.0,0.0,0.0140341,0.0,0.0,0.0160976,0.0180023,0.0153568,0.0192555,0.0,0.0,0.0,0.0196111
0.3156741,0.6385366,0.6894663,0.0,0.0,0.0,0.0,0.0444615,0.7963094,0.0,0.0,0.3593883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.444662,0.0,0.0,0.0,0.1047999,0.0,0.0,0.0780819,0.0,0.0,0.0,0.4170674,0.0,0.0,0.9953271,0.0683965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0117704,0.0246729,0.0,0.0,0.0,0.0,0.0,0.0,0.0475499
0.6096287,0.5569062,0.5808174,0.0,0.0,0.0,0.0,0.2506773,0.0817337,0.0,0.0,0.5894737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1172119,0.0,0.0,0.0,0.5921564,0.0,0.0,0.8922306,0.0,0.0,0.0,0.0303526,0.0,0.0,0.0683965,0.9894737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0152632,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.6419642,0.64297,0.0,0.6212659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0216351,0.0116112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9863014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2250489,0.0,0.0,0.0,0.1457036,0.0,0.0203628
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0147233,0.0076684,0.8652304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0077249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.992126,0.0,0.0,0.0,0.0,0.010516,0.0,0.0,0.0,0.0,0.0316835,0.0,0.0,0.0128656,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.4635417,0.0,0.0,0.0,0.0092708,0.009244,0.0,0.4141176,0.0,0.0,0.0,0.0,0.2326042,0.0096078,0.0,0.0612766,0.0667568,0.0614286,0.0,0.0313636,0.0,0.0,0.0119858,0.3011765,0.4490073,0.0230421,0.0,0.0,0.0,0.0,0.0,0.0,0.9866667,0.0,0.0,0.4933333,0.0,0.0,0.014359,0.0,0.0,0.0,0.0159259,0.1982456,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0082204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0049307,0.0052374,0.0,0.2814383,0.0,0.0,0.0,0.7424789,0.0,0.0,0.0105878,0.0,0.0,0.6074404,0.0,0.0,0.0,0.8578564,0.0076036,0.0,0.0,0.0,0.0,0.0,0.996988,0.56843,0.0,0.5982879,0.0,0.5610982,0.0,0.0,0.0268216,0.5490295,0.0146639,0.0104346,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0208333,0.0,0.0,0.0,0.0,0.0,0.0,0.0097733,0.0,0.0,0.0,0.0,0.5625,0.0,0.0,0.0,0.5223583,0.0,0.0,0.0116004,0.0,0.0,0.4596077,0.0136949,0.0090232,0.0,0.59375,0.0139101,0.0,0.0,0.0,0.0,0.0,0.56843,0.984375,0.0,0.7051809,0.0,0.728726,0.0,0.0,0.0394345,0.8365162,0.0209704,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.876807,0.0,0.0,0.0,0.0,0.0,0.0,0.3217287,0.0,0.0,0.0,0.0,0.2484588,0.0,0.0,0.0,0.0083042,0.0,0.0,0.0143785,0.0,0.0,0.0,0.3063625,0.631846,0.0165115,0.0,0.0,0.0,0.0,0.0,0.0,0.4933333,0.0,0.0,0.9931973,0.0,0.0,0.0110937,0.0,0.0,0.0,0.0126606,0.1821518,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0183662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0100036,0.0103103,0.0112086,0.5032895,0.0,0.0,0.0,0.535068,0.0,0.0,0.0103668,0.0,0.0,0.4759239,0.0,0.0,0.0,0.6063596,0.0,0.0,0.0,0.0,0.010516,0.0,0.5982879,0.7051809,0.0,0.9868421,0.0,0.842004,0.0,0.0,0.0,0.7760721,0.0,0.0155075,0.0,0.0,0.0
0.0,0.0,0.0,0.0213375,0.0213675,0.0,0.0109486,0.0,0.0,0.0105407,0.0105138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0108777,0.0,0.5741304,0.4430502,0.5753968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0127909,0.0,0.0140341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.984127,0.0,0.0,0.0,0.0,0.0,0.0210944,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0308894,0.0,0.0,0.0,0.0,0.0,0.0,0.0096531,0.0,0.0,0.0,0.0,0.5335337,0.0,0.0,0.0,0.5319127,0.0,0.0,0.0,0.0,0.0,0.455401,0.0,0.0178059,0.0,0.5963141,0.0,0.0,0.0,0.0,0.0,0.014359,0.5610982,0.728726,0.0110937,0.842004,0.0,0.9846154,0.0,0.0,0.0,0.7967236,0.0,0.0,0.0,0.0,0.0
0.010726,0.0100953,0.0103497,0.0,0.0,0.0,0.0,0.0,0.0109819,0.0,0.0,0.0118263,0.0,0.0,0.0,0.171149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0118611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0117704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9811321,0.0,0.0213387,0.0,0.0,0.0,0.0,0.0,0.0
0.1016279,0.2025661,0.1637363,0.0,0.0,0.0,0.0,0.0605485,0.1154799,0.3277083,0.3270103,0.0619617,0.0,0.0,0.0,0.0,0.0,0.0,0.3235294,0.1015315,0.0,0.2902703,0.0,0.0497087,0.0,0.0,0.0295238,0.0,0.0,0.0,0.401068,0.0,0.0160976,0.0246729,0.0152632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.4542857,0.0,0.0,0.047027
0.0,0.0,0.0,0.4391101,0.4249084,0.0,0.3878371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0766471,0.0625444,0.0330688,0.015811,0.0,0.0,0.0,0.025311,0.0,0.0,0.0627706,0.0,0.0,0.0,0.0,0.0,0.0,0.0279762,0.0180023,0.0,0.0,0.2250489,0.0316835,0.0,0.0268216,0.0394345,0.0,0.0,0.0,0.0,0.0213387,0.0,0.9761905,0.0,0.0250627,0.0,0.232684,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0355903,0.0,0.0,0.0,0.0,0.0,0.0,0.01122,0.0,0.0,0.0,0.0,0.64511,0.0,0.0,0.0,0.5105105,0.0,0.0,0.0130471,0.0,0.0,0.5102443,0.0,0.0209398,0.0,0.5784722,0.0153568,0.0,0.0,0.0,0.0,0.0159259,0.5490295,0.8365162,0.0126606,0.7760721,0.0,0.7967236,0.0,0.0,0.0,0.9814815,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.2206689,0.0,0.0,0.0,0.0157621,0.0157352,0.0,0.3023736,0.0,0.0331651,0.0337785,0.0177875,0.2047697,0.0160991,0.0,0.016704,0.0556346,0.0167293,0.0,0.0508373,0.0,0.0,0.018477,0.304644,0.3448452,0.0180123,0.0152412,0.0192555,0.0,0.0,0.0,0.0,0.1982456,0.0146639,0.0209704,0.1821518,0.0,0.0210944,0.0,0.0,0.0,0.0250627,0.0,0.9736842,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5881696,0.5868004,0.0,0.0,0.0,0.0,0.0,0.0135582,0.0,0.6053571,0.0,0.0,0.5033248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4272712,0.0110119,0.0,0.0,0.0,0.0,0.0128656,0.0,0.0104346,0.0,0.0,0.0155075,0.0,0.0,0.0,0.4542857,0.0,0.0,0.0,0.9821429,0.0,0.0,0.0224421
0.0,0.0,0.0,0.1409588,0.1411089,0.0,0.1006298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0158681,0.0,0.0,0.0,0.0,0.0,0.3986291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1457036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.232684,0.0,0.0,0.0,0.9772727,0.3847403,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0187902,0.0,0.0,0.0,0.0,0.0,0.3285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3847403,0.9714286,0.0
0.4885816,0.4535965,0.4761657,0.0162458,0.0162608,0.0,0.0165256,0.0,0.0753075,0.0161177,0.0160908,0.0318117,0.0,0.0,0.0,0.0,0.0,0.0,0.0164547,0.0900901,0.0,0.0142643,0.0,0.0478221,0.0,0.0,0.0182754,0.0,0.0,0.0,0.0367358,0.0,0.0196111,0.0475499,0.0,0.0203628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047027,0.0,0.0,0.0,0.0224421,0.0,0.0,0.972973
