辞职,约翰逊,死刑,英国,英国首相,被判,江西,被家暴,驾车,马斯克,生下,身亡,茅台,余秀华,被压,起诉,爆发,被告人,遇害案,洪某,洪峤,男友,法院,职务,辞去,被害案,家暴,南京,侵权,炒至,女大学生,判罚,冰淇淋,鲍里斯,我不是药神,获赔,赔偿,突击,诗人,留任,宣判,美国,维权,被告,领导人,妇联,盗窃,赵立坚,死缓,激烈,现任,4岁男童,检出
0.5360141,0.6004851,0.0,0.3600151,0.6896843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0484233,0.0,0.0,0.0,0.0,0.0,0.0,0.8598092,0.9927007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5376422,0.0,0.0,0.0,0.0,0.0,0.4139082,0.0,0.0336762,0.0,0.0,0.3548905,0.0,0.0,0.0,0.0,0.0,0.0937132,0.0,0.0
0.0,0.0,0.6521416,0.0,0.0,0.3879353,0.0,0.0,0.0,0.0,0.0,0.0048855,0.0,0.0030597,0.0,0.005453,0.0,0.6699333,0.1725352,0.2116217,0.677864,0.3564243,0.2111628,0.0,0.0,0.9953052,0.0,0.7561892,0.0,0.0,0.7574565,0.0051252,0.0,0.0,0.0,0.0,0.0679025,0.0,0.0,0.0,0.751048,0.0,0.0,0.0433827,0.0,0.0,0.6301728,0.0,0.4313058,0.0,0.0,0.0,0.0
0.0,0.0,0.0026291,0.0,0.0,0.0028989,0.0033273,0.3569163,0.0,0.0,0.0031236,0.0,0.0,0.725641,0.0,0.0170735,0.0044308,0.0,0.0033558,0.003318,0.0,0.1780019,0.0,0.0,0.0,0.0,0.9976744,0.0023823,0.0,0.0,0.0023883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4112607,0.0,0.0,0.0087385,0.1472868,0.0,0.0,0.331099,0.0,0.0,0.0,0.230301,0.0,0.0,0.0
0.0,0.0,0.9104821,0.0,0.0,0.8275745,0.0,0.0,0.0,0.00315,0.0031803,0.0187879,0.0036585,0.0038635,0.0,0.0043251,0.0,0.6982075,0.7746363,0.7795521,0.7241555,0.4204994,0.3523955,0.0,0.0,0.7561892,0.0023823,0.997561,0.0,0.004287,0.995116,0.0079946,0.0032275,0.0,0.0,0.0,0.3257532,0.0,0.0,0.0,0.7662674,0.0,0.0123306,0.2189102,0.0,0.0,0.6055444,0.0,0.6042616,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0154373,0.0035159,0.0,0.0035253,0.0032819,0.0033121,0.0038894,0.0,0.0,0.0035443,0.681912,0.0046193,0.0,0.0,0.0,0.0,0.0,0.2384411,0.0,0.0,0.0,0.0,0.0,0.9972973,0.0,0.0,0.7308559,0.0,0.0,0.7827766,0.6767474,0.2263116,0.0,0.0,0.0,0.0,0.2142506,0.3863363,0.3456209,0.0,0.0,0.006506,0.0,0.0,0.0,0.0,0.0035348,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8920545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004287,0.0,0.993865,0.0,0.0,0.8222337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0539366
0.0,0.0,0.9125086,0.0,0.0,0.8292484,0.0,0.0,0.0,0.0,0.0,0.0188178,0.0,0.0038755,0.0,0.0043311,0.0,0.6991938,0.7759933,0.7809331,0.7252674,0.4210434,0.3527661,0.0,0.0,0.7574565,0.0023883,0.995116,0.0,0.0,0.997549,0.0080065,0.0,0.0,0.0,0.0,0.3259804,0.0,0.0,0.0,0.7675945,0.0,0.0123366,0.2190835,0.0,0.0,0.6061123,0.0,0.6047996,0.0,0.0,0.0,0.0
0.0,0.0,0.0084881,0.0,0.0,0.0270833,0.0,0.0,0.0,0.0047083,0.0047386,0.0,0.0,0.0,0.0,0.0117667,0.0060458,0.0057898,0.0049708,0.004933,0.0054516,0.0061791,0.1738095,0.0,0.0,0.0051252,0.0,0.0079946,0.7308559,0.0,0.0080065,0.9944444,0.0,0.0,0.9091195,0.0,0.2127451,0.0,0.0,0.0,0.0050099,0.0,0.1111111,0.1092827,0.0,0.0,0.0158648,0.0,0.0082723,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9071995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032275,0.0,0.8222337,0.0,0.0,0.9959839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5839608
0.6041736,0.6243545,0.0,0.495286,0.5931388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0493996,0.0,0.0,0.0,0.0,0.0,0.0,0.4375765,0.5376422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.994186,0.0,0.0,0.0,0.0,0.0,0.4883721,0.0,0.0209655,0.0,0.0,0.4259302,0.0,0.0,0.0,0.0,0.0,0.5705176,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0163784,0.0,0.0,0.0,0.004289,0.0043193,0.0,0.0,0.0,0.0,0.0054641,0.0056265,0.0,0.0,0.0,0.0,0.0,0.1637466,0.0,0.0,0.0,0.0,0.0,0.7827766,0.0,0.0,0.9091195,0.0,0.0,0.995283,0.0,0.1942286,0.0,0.0,0.0,0.0,0.0,0.1077568,0.1042513,0.0,0.0,0.0075131,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0051844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9109874,0.0,0.0,0.0,0.0,0.0,0.0,0.1424261,0.0,0.0,0.0,0.0,0.0,0.6767474,0.0,0.0,0.0,0.0,0.0,0.0,0.9931034,0.0648073,0.0,0.0,0.0,0.0,0.2866249,0.3348659,0.3422086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.326311,0.0,0.0,0.345384,0.0190349,0.0,0.0190537,0.0,0.0,0.019782,0.0,0.0,0.0190918,0.0836682,0.0,0.2487597,0.3245614,0.3232759,0.2807487,0.2473489,0.4608718,0.0,0.0,0.0679025,0.0,0.3257532,0.2263116,0.0,0.3259804,0.2127451,0.0,0.0,0.1942286,0.0648073,0.9852941,0.0,0.0,0.0,0.230042,0.0,0.0738562,0.4515078,0.0,0.0,0.0250152,0.0,0.3083387,0.0,0.0,0.0190727,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99375,0.0,0.0,0.0,0.0321023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0129289,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3609023,0.0,0.0,0.0,0.0,0.0,0.525836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2772646,0.0097274,0.0,0.0,0.0,0.4112607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9894737,0.0,0.0074953,0.0,0.0163743,0.0,0.0,0.3250774,0.0,0.0,0.0,0.2109391,0.0,0.0,0.0
0.5579527,0.5941332,0.0,0.4841295,0.4757174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0214318,0.0,0.0,0.0,0.0,0.0,0.0,0.4296206,0.4139082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4883721,0.0,0.0,0.0,0.0,0.0,0.9922481,0.0,0.0343552,0.0,0.0,0.3330233,0.0,0.0,0.0,0.0,0.0,0.6209052,0.0,0.0
0.0,0.0,0.6842074,0.0,0.0,0.5277778,0.0,0.0,0.0,0.0,0.0,0.0047702,0.0,0.0058888,0.0,0.0053377,0.0,0.6974774,0.35401,0.3685345,0.6917375,0.4732143,0.3883929,0.0,0.0,0.751048,0.0,0.7662674,0.0,0.0,0.7675945,0.0050099,0.0,0.0,0.0,0.0,0.230042,0.0,0.0074953,0.0,0.9955357,0.0,0.0,0.2225927,0.0,0.0,0.6795839,0.0,0.5949519,0.0,0.0,0.0,0.0
0.1270292,0.1251218,0.0,0.0884521,0.0369255,0.0,0.0097403,0.0,0.0097497,0.0285188,0.0286096,0.0101138,0.0,0.008288,0.0097687,0.245671,0.0216875,0.0,0.0,0.0,0.0,0.0,0.0361201,0.0239234,0.0336762,0.0,0.0087385,0.0,0.2142506,0.0,0.0,0.0,0.0,0.0209655,0.0,0.2866249,0.0,0.0321023,0.0,0.0343552,0.0,0.9848485,0.0373737,0.3615267,0.0351515,0.0,0.0,0.016835,0.0,0.0173797,0.0156403,0.0097592,0.0
0.0,0.0,0.0125774,0.0,0.0,0.0128472,0.0,0.1489177,0.0,0.0,0.0,0.0,0.0,0.0236467,0.0,0.2985507,0.0,0.0,0.0133041,0.0132663,0.0,0.0,0.0467262,0.0,0.0,0.0,0.1472868,0.0123306,0.3863363,0.0,0.0123366,0.1111111,0.0,0.0,0.1077568,0.3348659,0.0738562,0.0,0.0163743,0.0,0.0,0.0373737,0.9777778,0.0523207,0.0,0.0130719,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.2260663,0.0,0.0,0.2177611,0.0,0.0076278,0.0,0.0,0.0,0.0,0.0,0.0070414,0.0,0.2924758,0.0,0.1961644,0.2130524,0.2121072,0.2160699,0.2238009,0.485703,0.0,0.0,0.0433827,0.0,0.2189102,0.3456209,0.0,0.2190835,0.1092827,0.0,0.0,0.1042513,0.3422086,0.4515078,0.0,0.0,0.0,0.2225927,0.3615267,0.0523207,0.9873418,0.0,0.0082899,0.0,0.0,0.2955905,0.016133,0.0,0.0,0.0
0.4792857,0.5059877,0.0,0.1715315,0.4778808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0398039,0.0,0.0,0.0,0.0,0.0,0.0,0.3452632,0.3548905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4259302,0.0,0.0,0.0,0.0,0.0,0.3330233,0.0,0.0351515,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0180645,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7073084,0.0,0.0,0.0039216,0.0,0.0,0.6575666,0.0,0.0151991,0.0052288,0.0,0.0,0.0,0.0,0.1823129,0.0,0.0,0.0,0.0,0.331099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3250774,0.0,0.0,0.0,0.0130719,0.0082899,0.0,0.9960784,0.0,0.0,0.0,0.0705882,0.0,0.0,0.0
0.0,0.0,0.5826405,0.0,0.0,0.2894115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0082602,0.0,0.7513352,0.1469524,0.1315766,0.7437014,0.094116,0.0577135,0.0,0.0,0.6301728,0.0,0.6055444,0.006506,0.0,0.6061123,0.0158648,0.0,0.0,0.0075131,0.0,0.0250152,0.0,0.0,0.0,0.6795839,0.0,0.0,0.0,0.0,0.0,0.9896907,0.0,0.0851932,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0626362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016835,0.0,0.0,0.0,0.0,0.0,0.9814815,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.6195095,0.0,0.0,0.6001412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0086001,0.0,0.3402621,0.3382495,0.3901336,0.351237,0.5515437,0.478022,0.0,0.0,0.4313058,0.0,0.6042616,0.0,0.0,0.6047996,0.0082723,0.0,0.0,0.0,0.0,0.3083387,0.0,0.0,0.0,0.5949519,0.0,0.0,0.2955905,0.0,0.0,0.0851932,0.0,0.989011,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2553603,0.0,0.0,0.0,0.0,0.0,0.4206469,0.0,0.0,0.0130719,0.0,0.0,0.0,0.0,0.0396158,0.0,0.0,0.0,0.0,0.230301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0129289,0.2109391,0.0,0.0,0.0173797,0.0,0.016133,0.0,0.0705882,0.0,0.0,0.0,0.9803922,0.0,0.0,0.0
0.5105703,0.5298128,0.0,0.5983726,0.2430036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0113325,0.0,0.0,0.0,0.0,0.0,0.0,0.0871534,0.0937132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5705176,0.0,0.0,0.0,0.0,0.0,0.6209052,0.0,0.0156403,0.0,0.0,0.0180645,0.0,0.0,0.0,0.0,0.0,0.983871,0.0,0.0
0.0030763,0.0,0.0036497,0.0,0.0,0.0,0.9913231,0.0,0.9934688,0.0,0.0,0.9018021,0.0,0.0,0.9934402,0.0,0.0054514,0.0,0.0,0.0,0.0,0.0,0.0,0.0328469,0.0,0.0,0.0,0.0,0.0035348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0190727,0.0,0.0,0.0,0.0,0.0097592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9956332,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0514228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0539366,0.0,0.0,0.5839608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9791667
