潜逃,续约,母女,转让,拖走,碳中和,武汉大学,进屋,2035年,面包,WPS,前妻,巴菲特,性关系,一例,春雷,拘留,起火,内卷,华谊,神仙,妥善处理,劳动合同,麦当劳,乐视,烧毁,体征,货架,马斯克,下架,香港联交所,事务部,放回,合约,发病,贾跃亭,牢狱之灾,着火,查阅,成年,股神,激励,阉割,赔偿金,垫付,工作制,候选人,武大,未经许可,发表声明,熟睡,特斯拉,索赔,自燃,躺平,电视台,变动,武昌区,屋内,外貌,著作权,英国首相,纠缠,途径,院士
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9859155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.866632,0.0,0.1557597,0.0,0.0482425,0.0,0.0,0.0751005,0.0,0.0,0.0,0.9962687,0.0,0.9272515,0.0,0.0,0.0630318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0435749,0.0,0.0,0.2037313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1251097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2478678,0.0,0.0
0.0,0.0,0.0,0.9125541,0.0,0.0075084,0.0,0.0,0.0,0.0,0.0,0.0,0.9928571,0.0,0.0,0.0,0.0,0.0,0.0056548,0.0,0.0101504,0.0,0.0,0.0,0.0050775,0.0,0.0,0.0,0.0,0.0,0.497619,0.5315217,0.0,0.0,0.0,0.0,0.0,0.0,0.3535714,0.0,0.4902597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5737179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8763885,0.0,0.2119309,0.0,0.107163,0.0,0.0,0.0942114,0.0,0.0,0.0,0.9272515,0.0,0.9965986,0.0,0.0,0.0767054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1282499,0.0,0.0,0.2034014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3733493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0572562,0.3809524,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.9520389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9913793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1505747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3981191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3591954,0.0,0.0,0.0,0.0,0.0,0.2450091,0.0235411
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0444615,0.0,0.6894663,0.0,0.0900155,0.0,0.0,0.7963094,0.0,0.0,0.0,0.0630318,0.0,0.0767054,0.0,0.0,0.9953271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4960312,0.0,0.0,0.1023364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0952446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0761015,0.0,0.0,0.0,0.0854473,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9939759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4950236,0.0,0.0,0.0585676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5453435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9478076,0.0,0.5008606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0117424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0056548,0.0,0.0,0.0,0.0,0.0,0.9958333,0.0,0.6063596,0.0,0.0,0.0,0.8578564,0.0,0.0,0.0,0.0576389,0.0,0.0,0.0,0.0,0.0083333,0.0,0.4459936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4278409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2960993,0.009375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0103668,0.0,0.010516,0.0,0.0,0.0108525,0.0,0.0,0.0,0.0101504,0.0,0.0,0.0,0.0,0.0,0.6063596,0.0,0.9868421,0.0,0.0,0.0,0.5982879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0173246,0.0,0.2702429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4683014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4759239,0.0183662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.974359,0.0205128,0.0,0.0,0.0,0.0,0.0,0.0,0.5191532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8717949,0.0,0.0753205,0.0,0.0,0.0,0.0,0.7362637,0.7515473,0.0,0.0,0.6307234,0.0,0.0,0.4164663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0391363,0.0
0.0,0.0101078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0205128,0.9846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0097756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2807692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0166209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0340081,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9741194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9948454,0.0,0.0,0.0,0.9326258,0.0,0.0,0.0,0.0,0.974064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0230118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0105878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0050775,0.0,0.0,0.0,0.0,0.0,0.8578564,0.0,0.5982879,0.0,0.0,0.0,0.996988,0.0,0.0,0.0,0.0570616,0.0,0.0,0.0,0.0,0.0071787,0.0,0.4796108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4696057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6074404,0.0082204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4950236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9565217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5138988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9411765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.937163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9326258,0.0,0.0,0.0,0.9941176,0.0,0.0,0.0,0.0,0.9362229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0237395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0585676,0.0576389,0.0,0.0,0.0,0.0,0.0,0.0570616,0.0,0.0,0.0,0.8888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0912698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1748634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0099971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5191532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9975787,0.0,0.0,0.0,0.0,0.0,0.0,0.4928033,0.0,0.0,0.0,0.0,0.505122,0.0,0.0,0.0,0.0,0.0,0.0,0.4957627,0.4982049,0.0,0.0,0.4866828,0.0,0.0,0.6714084,0.0140312,0.0,0.0,0.0,0.4088285,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.2727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.497619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6190476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.5360672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5315217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9565217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7257525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9790844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.974064,0.0,0.0,0.0,0.9362229,0.0,0.0,0.0,0.0,0.9947368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0231203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.9267512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0083333,0.0,0.0173246,0.0,0.0097756,0.0,0.0071787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9958333,0.0,0.0810897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0950758,0.0,0.0,0.0199405,0.0,0.0,0.0,0.0,0.0,0.014805,0.009375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.1492063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1505747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5964912,0.0
0.0,0.0,0.0,0.0422494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4459936,0.0,0.2702429,0.0,0.0,0.0,0.4796108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0810897,0.0,0.9230769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2517483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1313421,0.0821314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4928033,0.0,0.0,0.0,0.0,0.0,0.0,0.9444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2202381,0.0,0.0,0.2734375,0.0,0.0,0.0,0.0,0.0470085,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5453435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.972973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5848471,0.0,0.5960425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.1975108,0.0,0.0793026,0.0,0.0,0.0799756,0.0,0.0,0.0,0.3535714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0912698,0.0,0.6190476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0384465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0447951,0.0,0.5590848,0.0,0.0686553,0.0,0.0,0.4786463,0.0,0.0,0.0,0.0435749,0.0,0.1282499,0.0,0.0,0.4960312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9863014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0362611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0851272,0.0,0.0,0.0,0.0187541,0.0,0.0
0.0,0.0,0.0,0.344697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4902597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0166084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8717949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.505122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.974359,0.0,0.0,0.0,0.0,0.0,0.0,0.7055861,0.7214854,0.0,0.0,0.6089744,0.0,0.0,0.4010417,0.0,0.0,0.0,0.0,0.0320513,0.0,0.0,0.0,0.0
0.2042194,0.0,0.3027473,0.0,0.1029586,0.0,0.0,0.203096,0.0,0.0,0.0,0.2037313,0.0,0.2034014,0.0,0.0,0.1023364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0753205,0.2807692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0888158,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4278409,0.0,0.4683014,0.0,0.0,0.0,0.4696057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0950758,0.0,0.2517483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3046422,0.0961174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0678191,0.0,0.0,0.0,0.0,0.0,0.0,0.3541667,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.494228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3981191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4040404,0.0,0.0,0.0,0.0,0.0,0.0717703,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7362637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4957627,0.0,0.0,0.0,0.0199405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7055861,0.0,0.0,0.0,0.0,0.0,0.0,0.9642857,0.8774631,0.0,0.0,0.6160714,0.0,0.0,0.531994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
