77,49,51,55,3495,5046
16,289,51,55,3496,5048
77,1004,51,55,3500,5053
73,60,51,55,10441,5058
77,962,51,34,3505,5072
77,1437,51,34,3509,5077
77,323,51,25,3518,5095
77,126,51,17,3555,5165
73,1456,51,18,3577,5195
77,172,51,18,3581,5199
16,953,51,18,3584,5206
77,853,51,19,3604,5238
77,1460,51,19,3612,5258
77,861,51,19,3628,5279
77,1464,51,3,3649,5306
77,1470,51,3,3672,5335
77,1473,51,45,3675,5343
77,1475,51,45,3678,5347
16,253,51,45,3698,5373
77,1482,51,45,3700,5376
1661,1483,51,45,3701,5377
77,1489,51,45,3714,5397
77,1502,51,46,3737,5426
77,1511,51,46,3752,5451
73,1513,51,46,3754,5456
1661,1522,51,47,3766,5470
77,1527,51,47,3770,5476
16,1528,51,47,3772,5479
77,1530,51,47,3774,5481
73,1538,51,47,3784,5493
1224,1548,51,47,3804,5512
73,1557,51,47,3816,5527
77,1566,51,47,3830,5541
16,1567,51,47,3831,5542
3244,1574,51,47,3838,5551
77,1598,51,47,10442,5597
77,1615,51,47,3897,5625
1224,1633,51,1,3918,5655
16,1649,51,48,3928,5667
73,1645,51,48,3933,5673
1062,1662,51,48,10443,5700
16,1669,51,48,10444,5712
73,1673,51,48,10445,5719
73,1724,51,49,3997,5758
16,1690,51,49,10446,5759
73,1697,51,49,4005,5769
16,1710,51,49,4024,5797
77,1717,51,49,4032,5805
73,1747,51,50,4061,5853
16,1749,51,50,4063,5856
73,1756,51,50,10447,5871
77,1764,51,20,4081,5892
10,1770,51,20,4088,5905
73,403,56,44,4138,6016
16,37,56,34,4139,6017
77,1788,56,34,4147,6026
73,1254,56,34,6674,6038
73,733,56,34,4159,6044
16,295,58,9,10448,6093
16,17,61,9,4203,6117
73,1793,64,34,10449,6149
73,9,65,55,4236,6178
16,30,65,55,4246,6195
73,387,70,35,4264,6241
16,1001,71,44,4281,6282
77,21,72,55,4284,6290
73,25,72,55,4288,6294
16,1251,72,55,4291,6301
16,712,72,34,4309,6329
77,1367,77,45,4365,6403
77,718,77,45,4403,6458
77,299,77,46,4413,6470
77,1811,77,46,4456,6521
73,332,77,47,4470,6541
16,1185,77,47,4471,6543
77,798,77,47,4482,6555
77,1794,78,3,4533,6608
73,1408,80,0,4558,6642
73,1367,82,55,4566,6655
77,914,84,44,4580,6678
10,1057,84,44,4583,6686
16,692,84,44,4590,6698
3912,25,91,61,4637,6781
73,405,103,14,4729,6942
16,1072,103,14,4736,6949
16,1836,103,14,4751,6968
16,1414,105,15,10450,6976
1062,1053,109,15,4791,7028
16,1131,116,0,10451,7090
73,698,116,0,4833,7105
10,773,116,2,4869,7164
73,397,128,4,4976,7333
1062,1075,128,4,1166,7350
77,933,128,4,4990,7359
10,1350,139,5,5097,7533
10,1057,139,5,5110,7549
77,1065,149,6,5261,7754
77,1074,149,6,5269,7765
77,1367,517,6,5331,7858
73,1429,153,6,5349,7882
77,1404,159,7,5477,8057
10,30,161,7,5541,8140
77,26,166,7,5662,8296
4940,1141,172,7,5783,8453
73,1089,184,10,5891,8611
16,378,194,0,10452,8693
73,1062,194,0,5952,8700
77,702,195,11,940,8715
1661,1829,201,12,6012,8786
73,720,201,12,6025,8804
73,915,204,13,10453,8814
1224,933,206,13,6060,8862
77,702,209,13,6073,8879
16,44,212,44,10454,8941
73,289,214,44,6113,8968
16,289,214,44,6115,8970
248,1487,227,9,10455,9145
5305,1877,227,9,6203,9148
16,1883,227,9,6214,9162
1224,1886,227,9,6221,9173
73,1890,227,1,6227,9180
1378,1578,227,40,6256,9217
73,692,229,51,6276,9259
73,1796,229,51,6296,9291
77,25,229,51,6299,9296
77,1910,232,6,6315,9332
16,1081,234,44,6361,9404
73,1832,234,44,6362,9406
77,6,237,35,6414,9481
1224,1796,237,16,6423,9496
16,695,238,58,6430,9511
77,1410,239,35,6474,9595
77,1006,247,35,10456,9698
10,424,247,35,10457,9707
77,1154,247,35,6566,9737
73,914,252,51,6633,9843
5672,992,252,51,6641,9853
77,26,252,51,6644,9859
73,1018,260,33,6733,10019
77,379,262,4,6749,10058
16,383,262,4,6755,10063
77,722,262,6,6815,10152
73,421,262,6,6820,10160
77,1011,262,6,6836,10183
77,300,262,6,6839,10187
73,1437,262,6,6855,10205
77,764,262,6,6865,10217
77,777,262,7,6874,10229
77,1926,262,7,6888,10250
77,74,262,7,6893,10260
73,1165,262,7,6896,10263
77,1374,262,7,6901,10268
16,328,262,7,6914,10288
77,1185,262,7,6917,10292
77,1377,262,8,6936,10320
10,78,262,8,6948,10335
77,1945,262,11,6977,10375
73,1949,262,12,10458,10397
16,1950,262,12,6992,10402
77,1951,262,12,6994,10405
10,1956,262,13,7014,10434
16,1958,262,13,10459,10442
77,194,262,14,7020,10446
73,1972,262,15,10460,10522
16,1486,262,15,7076,10525
77,690,263,63,7079,10537
77,915,263,77,7086,10546
6103,24,269,25,7184,10701
73,914,271,5,7203,10739
77,915,271,5,7217,10768
73,1789,271,5,7220,10776
77,1005,271,6,7234,10798
77,1217,149,6,7240,10807
77,1011,271,6,7245,10819
77,767,271,7,10461,10843
77,370,271,7,7278,10865
1224,1986,271,12,7302,10899
77,174,271,13,7323,10929
73,1998,271,14,7327,10933
16,1956,271,14,7329,10935
10,1072,272,44,7355,10975
16,687,273,51,10462,10981
73,9,274,51,7366,10988
77,1836,275,78,7384,11034
16,765,275,78,10463,11035
16,81,275,78,7388,11041
16,1007,276,1,7398,11053
6381,28,289,34,7525,11247
16,1350,290,55,7553,11297
73,1405,293,51,10464,11336
73,909,293,51,3317,11359
77,1798,300,5,7636,11471
77,693,300,5,7654,11494
77,1364,300,6,7669,11515
77,1002,300,82,7689,11551
77,704,300,6,7698,11569
16,638,300,15,10465,11632
16,746,300,5,7789,11716
10,1836,300,5,7795,11722
1661,1217,302,55,10466,11732
77,1061,303,51,7808,11741
77,16,304,63,7824,11770
77,911,307,36,10467,11818
1660,1217,307,17,1904,11859
73,379,314,63,10468,11890
77,914,314,63,7891,11901
73,0,318,58,7940,11984
3244,689,323,29,7966,12039
73,689,325,88,7976,12058
77,689,325,88,7987,12075
16,689,325,88,7988,12077
3008,813,327,3,7999,12088
16,705,332,1,10469,12168
73,973,337,39,8150,12372
73,2032,337,50,8161,12406
73,2038,337,61,8180,12432
77,911,518,56,8198,12467
77,912,354,0,8280,12602
73,1430,354,0,8285,12607
77,1,355,0,8288,12612
195,1408,357,0,8304,12638
7013,1796,357,0,10470,12664
73,1062,359,6,8331,12688
16,1062,359,6,8332,12689
77,1065,360,34,8336,12695
73,410,360,35,8339,12698
1661,282,360,35,8340,12700
77,289,361,77,8362,12733
73,17,372,9,8419,12814
77,60,372,9,8422,12817
10,1406,377,9,10471,12832
77,388,383,1,8478,12896
73,12,383,1,8479,12900
77,1072,383,1,8483,12905
16,1159,383,1,10472,12928
16,1253,389,39,8523,12975
1378,1052,391,16,8534,12995
73,16,394,40,8582,13068
77,295,394,40,8589,13075
16,1258,394,40,8590,13076
16,1170,402,49,8622,13143
16,1253,403,16,8634,13164
7260,1247,405,16,8639,13183
16,1372,406,50,8651,13207
73,1104,406,50,10473,13212
77,2046,406,50,8661,13219
16,2053,412,20,8713,13315
77,1794,413,4,8720,13327
77,1413,416,4,8736,13362
73,1356,416,16,8755,13385
77,1253,416,16,8780,13427
16,410,419,17,8826,13507
77,1018,419,17,10474,13513
16,281,422,17,8853,13583
73,1410,423,25,10475,13598
73,993,425,17,8899,13662
10,722,425,17,8904,13668
73,912,427,17,10476,13743
16,1787,427,17,8954,13752
77,404,428,17,10477,13802
73,922,428,17,9005,13819
16,727,428,17,9008,13823
16,1836,428,17,9016,13832
77,1374,428,17,9022,13840
73,1417,429,17,9045,13870
73,30,430,18,9086,13929
10,1431,431,18,10478,13956
73,54,431,18,9118,13972
16,1368,433,18,9182,14065
73,1355,433,18,9186,14068
248,412,434,35,10479,14132
73,1075,435,18,1801,14202
1378,1075,435,18,9282,14204
16,23,436,19,10480,14226
7780,401,436,19,9298,14233
77,1369,437,19,9319,14275
10,714,437,19,9326,14284
77,929,437,19,9331,14290
16,1832,437,19,9332,14291
16,941,437,19,9349,14319
10,1,438,19,9355,14333
16,1059,438,19,9356,14334
77,1367,440,19,9437,14464
1661,690,440,19,9452,14484
16,749,440,19,9900,14532
16,1359,441,19,10481,14557
1224,690,441,19,9501,14567
16,1065,442,19,10482,14673
77,1051,443,19,10483,14712
73,34,443,19,10484,14739
77,924,444,3,2238,14810
73,42,445,3,9676,14835
16,285,445,3,9679,14838
73,915,449,3,9796,15010
16,289,449,3,9803,15021
10,690,450,3,9821,15054
77,21,451,3,9890,15148
77,1415,452,3,9924,15207
77,289,452,90,9936,15223
73,1853,452,3,2281,15228
77,418,452,3,9945,15237
77,938,452,3,10485,15249
16,921,453,3,9981,15291
73,408,466,45,10071,15426
77,1252,77,45,10086,15447
195,383,468,45,10090,15451
77,1364,65,55,4242,15561
77,282,489,34,10170,15575
77,754,489,25,10197,15621
16,1060,490,45,10486,15623
16,47,491,35,10222,15661
77,276,493,58,10487,15670
1378,393,494,34,10232,15685
77,1413,495,63,10236,15694
77,382,495,63,10243,15707
77,8,495,63,10245,15716
16,1051,504,56,10284,15786
1224,912,506,0,10300,15820
77,9,511,51,10326,15868
16,693,515,34,10343,15900
77,17,515,34,10344,15905
16,846,516,10,10360,15928
73,2079,516,11,10362,15932
77,1459,516,12,10377,15947
16,2081,516,12,10488,15948
73,589,516,12,10386,15956
157,124,0,8,176,262
4375,1364,145,5,5164,7616
